Star, C_Value, S_Value, Score 
––––––––––––––––––––––––––––– 
20823 0.8499999999999382 0.0026778566770693426 0.2461181897462258 
22198 -0.020000000000062308 -0.0005876520647987529 0.20732924024528954 
22848 0.9099999999999383 0.0021469203581652788 0.24339046131663178 
24291 1.929999999999939 0.0015466493878528893 0.1395281060721011 
19791 0.3999999999999379 0.002333710026946495 0.2462273059574971 
19796 2.0399999999999383 0.0008274502954949786 0.1493125681745116 
19876 -0.050000000000062314 -0.0003996908205802668 0.24239393705294385 
19880 -0.060000000000062316 -0.0002757220909762623 0.1283907353394298 
19890 0.9999999999999384 -0.0001744732841098592 0.11688267909241284 
19904 -0.19000000000006234 -3.0491658850845087e-05 0.2098901094636216 
19905 -0.7300000000000628 -0.0005893064493400152 0.6189094097665782 
19955 0.34999999999993786 0.00011769006568423837 0.13284950168740783 
19972 -0.060000000000062316 -0.00012991445853032728 0.10411112274283324 
20038 0.8199999999999382 0.00021256756498557372 0.12366716256146308 
20068 -0.04000000000006231 -0.0002097881033022277 0.08968023967559105 
20098 -0.29000000000006243 9.122614105964684e-05 0.13257699943118484 
20138 0.08999999999993769 -2.549608025703698e-05 0.0937643947220707 
20255 -0.19000000000006234 -3.220678606761281e-05 0.4035873886020583 
20292 -0.20000000000006235 0.00010105716547460569 0.14393610982989788 
20308 -0.16000000000006231 0.0003411151702639968 0.11830131571659287 
20367 0.0599999999999377 0.00011219344646257699 0.10175304803639003 
20492 -0.5800000000000627 0.00032108457081938494 0.4978766486853375 
20571 1.2799999999999385 2.011683332078253e-05 0.2262536624304684 
20735 -0.08000000000006231 -0.0002062197388777384 0.2457637009009203 
20833 -0.1500000000000623 -0.0001902693610138801 0.15448389615358615 
20887 -0.1300000000000623 0.00023157865291912228 0.1119556125367583 
20923 0.2799999999999378 -0.0005124130660229152 0.2457525268463821 
20957 1.2199999999999385 0.0006081200059825968 0.13594306718234764 
21028 -0.21000000000006236 0.0005301784187535497 0.11711929199275316 
21196 0.10999999999993768 -0.0005245722244627553 0.20197289852322103 
21469 -0.2500000000000624 0.00027116212560999867 0.12006914791443818 
21506 -0.03000000000006231 9.090730588050071e-05 0.07682535440970026 
21519 0.019999999999937693 0.000556206764907659 0.22277396036090288 
21558 -0.43000000000006255 0.0010405281245930206 0.26985302051483595 
21747 -0.010000000000062308 0.00027565484150003953 0.11695547163545529 
21773 0.46999999999993797 0.0005204074089661351 0.10633306180347794 
21979 -0.1100000000000623 -0.00012867629780900086 0.0833155535171498 
22063 -0.2500000000000624 -4.742611576656966e-05 0.14661226383105155 
22148 -0.09000000000006231 -3.2172648266767107e-05 0.10121224337028989 
22160 -0.07000000000006232 0.00021637077201134614 0.1927238907403058 
22175 -6.230779781013496e-14 -6.30412478114903e-05 0.08198470275577695 
22185 -0.17000000000006232 3.4050822255091585e-05 0.14736979164894928 
22256 0.4099999999999379 -0.0002355816759349817 0.09702252573215009 
22280 -6.230779781013496e-14 -0.0001401536565561884 0.13368693650673 
22313 0.029999999999937695 -2.6393877007161327e-05 0.11374213289880244 
22328 -0.07000000000006232 -0.0003836369300252926 0.28373227274820667 
22368 -0.07000000000006232 -1.8676007916234314e-05 0.11670846493164852 
22659 0.1799999999999377 -0.0012104787920007532 0.37352797241373736 
22718 0.7599999999999382 2.307764482801719e-05 0.15519441365116393 
22864 0.0499999999999377 6.17867950138103e-05 0.1396425248798365 
22900 -0.12000000000006229 0.00024361637680111081 0.13860508086434445 
23014 0.08999999999993769 -9.525050520518504e-05 0.19693867585979155 
23074 -0.08000000000006231 0.0006360007151719868 0.17888319544860232 
23198 0.11999999999993767 -2.5579397020279683e-05 0.11945784784692831 
23307 -0.08000000000006231 9.99224965400607e-05 0.15184390129208875 
23410 0.4199999999999379 -0.00012457877916729598 0.09702860880345168 
23478 0.019999999999937693 -3.0296931044941633e-05 0.09713222626535876 
23694 -0.050000000000062314 -0.0002957249544627803 0.10074608288966912 
23706 0.08999999999993769 0.0003690654151166325 0.1497121069771881 
23738 0.09999999999993768 -1.537531371704104e-05 0.08028287484195291 
23769 1.0599999999999383 0.0010223632031852183 0.1693077002540125 
23810 1.1599999999999384 0.0010242988465130514 0.21752472613587093 
23885 -0.8200000000000629 0.0058478459322174854 0.40804228777477564 
23929 -0.1400000000000623 0.0003669534845585848 0.19530119362583745 
23930 0.6399999999999381 0.00012154077245610359 0.15944188627119435 
23946 -0.1300000000000623 0.00010121060713909769 0.07321073481886808 
24085 -6.230779781013496e-14 -0.00024045393797785214 0.07215853994658007 
24104 0.619999999999938 2.9409980868059724e-05 0.1033861348666661 
24114 0.0499999999999377 -1.4515747135763514e-05 0.08782367902662513 
24143 0.009999999999937692 -3.4742651231985805e-05 0.09040323610154308 
24201 0.0699999999999377 0.0001823737844439319 0.18533829974234617 
24224 0.9699999999999384 -0.0001363058024143951 0.24286669210402856 
24243 0.2599999999999378 -0.00010781861726164737 0.16773874813890802 
24255 -0.03000000000006231 9.471268687763837e-05 0.11277200093307167 
24302 0.029999999999937695 0.0003966635801286593 0.1238408966879476 
24498 -0.04000000000006231 9.443283308721052e-05 0.1114859202696635 
24603 0.1799999999999377 -0.0004013363765930419 0.15632725444679205 
24730 -0.1100000000000623 0.0002632061694050358 0.08493155451763831 
24732 -0.060000000000062316 6.054576143036923e-05 0.1494751249383244 
24755 -0.32000000000006246 -2.122503617017768e-05 0.21998468762240303 
24962 0.0699999999999377 0.00012104716792216857 0.09689670817351675 
24993 -0.1400000000000623 0.000243217176629669 0.09092588967730447 
