star,Score
19971,0.12503006288880844
20027,0.08502804014638812
20232,0.13588751904020419
20279,0.11842246531825905
20339,0.06614462890671827
20352,0.08263293701437337
20369,0.11035980792068864
20379,0.06742041122119827
20403,0.10095786271017339
20443,0.13046293124742217
20799,0.17514869924044763
20811,0.04531606576668602
20890,0.07373688483224247
20903,0.031828270876047456
20968,0.09603470574320841
21011,0.35797080727821984
21304,0.11760580223950916
21544,0.1447880958798128
21549,0.12340339640162747
21555,0.03369435648695252
21565,0.05000053320029427
21566,0.06301253191190058
21570,0.07541965352047582
21572,0.0934398414117489
21589,0.20991277124177954
21649,0.07190543894414035
21676,0.1456496237436038
21685,0.09374510859263656
21690,0.09234116718241801
21733,0.1680704732873464
21859,0.06557645099175372
21864,0.0927898595778574
21907,0.1909659416789983
21930,0.07660690478814955
21945,0.05168768780858727
22576,0.09776537490406106
22592,0.10179192449636038
22768,0.23045656591183974
22779,0.09520736267072179
22781,0.09025137616528399
22837,0.09978272430543488
23248,0.09863610651802267
23425,0.1427126625743707
23434,0.13339998358859353
23439,0.06607703420288287
23595,0.15890448465080348
23597,0.1297899433402506
23654,0.0884818602895242
23677,0.27841744648764805
23797,0.19764963375250744
23807,0.17939229693551278
23918,0.12192769319351432
23932,0.10425297906981969
23945,0.07261362823777123
23965,0.07774583178536269
23974,0.07909218279252338
24007,0.08364106768142267
24067,0.105053673864907
24092,0.15140475809935416
24395,0.07483145158959881
24461,0.12455126007906926
24483,0.05401873115629666
24510,0.14499872964485153
24545,0.10231553953136252
24568,0.07077638313447893
24627,0.3078520337472352
24764,0.11025650154240105
24820,0.11585775289492746
24824,0.14317790779363848
24926,0.08035298763435596
24935,0.1776436833382624
24953,0.12445018389535752
21031,0.35979515767114617
21813,0.08565112455409431
22159,0.1921807472304439
23627,0.1331438285681297
19798,0.20431574293701024
19842,0.06138109234270048
19846,0.06253146683152414
19943,0.06144075329780825
20103,0.06371411460254005
20268,0.12583564368424965
20290,0.03933346228770689
20291,0.035483265962024446
20310,0.056958127851603445
20312,0.055585631949536175
20320,0.03916990866492113
20330,0.10182487941817167
20502,0.4274101107262235
21069,0.03486740553619524
21174,0.08211583126528335
21188,0.10338774704144939
21255,0.13457410169204098
21264,0.16412462182734833
21303,0.0846843616692904
21305,0.0367738022452095
21308,0.020076867344419685
21323,0.04751185369918838
21338,0.05012600135260712
21350,0.147778845975588
21466,0.09628227269560902
21474,0.0425483914253329
21489,0.05168939070952409
21508,0.06476270007021544
21523,0.07893994325755242
21588,0.04093468184662058
21600,0.1127879666717751
21677,0.15058252087829077
21719,0.17379383203137885
21729,0.04125692531826676
21821,0.02417077237112934
21858,0.0415192432398994
21878,0.08186752661249769
21879,0.08536321045258574
22009,0.040119718869197914
22019,0.03526724111872946
22020,0.08061608315512514
22054,0.07018274751542142
22099,0.05858681816217828
22117,0.09353614616812615
22199,0.1928751188760728
22549,0.06335396234380915
22561,0.11574497953604114
22569,0.039237484521919753
22579,0.03251458988793364
22601,0.0904946671060704
22602,0.0465012387608102
22603,0.06953745468690468
22847,0.08284594484524603
22855,0.141135623114073
22935,0.10671197540890393
22947,0.11930373349947593
22982,0.06229302366293517
23261,0.10562440167606632
23279,0.10184091006900838
23312,0.06463992613058347
23529,0.06950420665826618
23566,0.19338353187022167
23596,0.03209854142819412
23663,0.07566012141346228
23693,0.0488059240281421
23953,0.16912313882564592
24035,0.10510131004212539
24045,0.041006301327878227
24051,0.08389505263761547
24100,0.15894793345145733
24122,0.06733813818147105
24233,0.02744558755948944
24339,0.04223617834974512
24696,0.07837995228830137
24740,0.1276653492620543
24742,0.13466394860285802
24744,0.0710023618607649
24896,0.13205109784480082
24898,0.045342106126391134
20390,0.1999273206987874
20867,0.08079967595201103
24013,0.1284400228952872
20492,0.6060527612832439
20558,0.33957028690442725
20083,0.11921826985831396
