star,Score
0,0.23779137517606996
1,0.1960049246447817
2,0.3732323831875318
3,0.47979330578134377
4,0.14246331509944146
5,0.17161621508948505
6,0.24469421805986297
7,0.2550768069727376
8,0.258407196401635
9,0.1443455364799947
10,0.19788156675186608
11,0.09366620438313919
12,0.1259046845378163
13,0.16293685913944617
14,0.20322269272790258
15,0.23268509653356254
16,0.13091621422926253
17,0.10964528434479477
19,0.2190825878499889
20,0.12392967305426465
21,0.20797014690414178
22,0.10962555878199948
23,0.09429469359705514
24,0.15403623102654726
25,0.292088365687342
26,0.1323300706815453
27,0.13529902072222785
28,0.10599363391000557
29,0.15178181499853244
30,0.1429204378148367
31,0.0931069373550732
32,0.15696404242687287
33,0.19368663793501717
34,0.18290881112786828
35,0.3958701034669019
36,0.18144851021243757
37,0.28599635545305896
38,0.1643743399914701
39,0.5120878740103031
40,0.1772891282930538
41,0.17360422161866249
42,0.3170160901609842
43,0.3869866771909044
44,0.23010919625544068
45,0.1912961055336728
46,0.26801297612878594
47,0.2888722015473558
48,0.32299217394745955
49,0.12717962043324255
50,0.25762404627188384
51,0.1760361731498899
52,0.13043786918326744
55,0.38719412949386794
56,0.17984989467229767
57,0.20801740483945572
58,0.10158460622645687
59,0.27929480991631983
60,0.3148653071415071
61,0.27016169570631215
62,0.44117800341400626
63,0.18549573590046403
64,0.16603811859484102
65,0.1847534070526342
66,0.25715051530604616
67,0.3114958629629124
68,0.19541773785934996
69,0.2733953150282939
70,0.09012783450527814
71,0.2542062045825086
72,0.22040429613036475
73,0.10040910558920875
74,0.2656869770781154
76,0.28814102765114796
77,0.23876301404335123
78,0.080011011256861
79,0.27775567089706427
80,0.07643256458539206
81,0.23078427838136847
82,0.16805574564870093
83,0.16795934246498465
84,0.23474669072905044
85,0.12300403911296016
86,0.2727023326309727
88,0.09767807035943825
89,0.20802183444182032
90,0.08575453101975804
91,0.07014241172377028
92,0.11788657478088684
94,0.15768214724272206
95,0.10948559723708987
96,0.13971325796190603
97,0.1030735929262415
98,0.31134562526065
99,0.16546218887574488
100,0.2079752739417663
102,0.24119254098452156
103,0.12799899115653668
104,0.11139651419952956
105,0.10952028173878514
106,0.1823429601335883
108,0.1837610993150892
110,0.32726510065280084
112,0.17658383869739608
113,0.09486956564120042
114,0.1588091292738701
116,0.08500084355703512
117,0.18327892769492846
118,0.15394990544108691
119,0.09887779858962689
120,0.3112915549124237
121,0.16491660580849093
122,0.07907168042491036
123,0.17713591562483172
124,0.1354059544170388
125,0.09964751024263525
126,0.1563848430588558
127,0.2835014552613527
128,0.23514044261130634
129,0.18303167355454372
130,0.22759209828729401
131,0.10986489377366536
132,0.16817859739812804
133,0.17928235271453657
135,0.145202176985462
136,0.08048887336334296
138,0.11197800264665586
139,0.13952205316944613
140,0.23532944258779054
141,0.1270297103413095
143,0.14182428944869055
144,0.12618541582239598
145,0.3414132452361687
147,0.21469232230747062
148,0.22223877610841133
149,0.11376694843637829
151,0.22054495629665674
152,0.19122142173241333
153,0.14789472919843935
154,0.17180412874665138
155,0.3012791426182582
156,0.372377263821747
157,0.0866298065914224
158,0.09505728584017113
159,0.2101882471515321
160,0.1613980387460961
161,0.07884817465134057
163,0.1132275761369741
164,0.2561878348420069
165,0.11145601846858047
166,0.1371048068919243
168,0.24019326598288782
169,0.10167322414102693
170,0.2147664031914256
171,0.15865986544649874
172,0.16515241051822352
173,0.17138343194999325
174,0.2792840768643789
175,0.10506588376216192
177,0.33815873853005024
178,0.13243295258830431
179,0.18005933239783412
181,0.22986262904412363
182,0.19203772628340546
185,0.1281570512474385
186,0.25387701219949715
187,0.21684582126337673
188,0.16338318549282205
189,0.27039311416629214
190,0.16652074844552578
191,0.23835795412492367
193,0.32098700989832096
194,0.4765525246008794
195,0.18820741295638901
198,0.21475510603816247
199,0.1757038436546845
200,0.13373601510788297
201,0.10802558755435396
202,0.19152961354411038
203,0.1785446047682126
205,0.23777624475819167
206,0.2768513040809986
207,0.14919939217928221
209,0.1423622244330509
210,0.2358845142509826
211,0.24796907247454508
212,0.2923014132166672
215,0.13219568670671988
216,0.29398950923083866
217,0.1758745215180877
219,0.15221872457076838
220,0.1081395802195643
221,0.14880059056413159
222,0.18524115358246435
223,0.13607550861125367
224,0.17076134383823238
225,0.08936091786636348
226,0.24741570828009107
227,0.08814962974699914
229,0.16315340560388775
