star,Score
20823,0.41051496017951333
22198,0.41322224218092096
22848,0.36876592000528885
24291,0.25130159111853156
19791,0.3625024523285386
19796,0.19464424464230726
19876,0.48081969824766746
19880,0.3970400773031876
19890,0.19350195272804446
19904,0.4585637507492178
19905,1.493825635620815
19955,0.26452800815928024
19972,0.339340233028888
20038,0.18723538084513755
20068,0.3427183016807476
20098,0.4665126677698283
20138,0.3138705239024212
20255,0.6068516936887827
20292,0.4035863526611079
20308,0.3713853673339084
20367,0.3081253766881891
20571,0.25759028247786925
20735,0.40741509838807016
20833,0.411084691489818
20887,0.3743414848995954
20923,0.3885524360666431
20957,0.17100062169092325
21028,0.3766394294917068
21196,0.42797012155691927
21469,0.4417040774965442
21506,0.3386998187622365
21519,0.348803923165935
21558,0.5263837738595778
21747,0.3217098909982417
21773,0.20264700053634657
21979,0.37439492246778977
22063,0.46938543543707434
22148,0.3723514288783131
22160,0.38119633320884894
22175,0.3178749538405707
22185,0.4099544521306548
22256,0.25061161718849956
22280,0.3252323475134906
22313,0.32975757864513683
22328,0.46720972305264136
22368,0.38361680791545105
22659,0.4850631499934875
22718,0.2250497330938741
22864,0.3289755429347885
22900,0.3730295003160353
23014,0.3342555980074606
23074,0.35178018746560585
23198,0.3200573263671254
23307,0.34778883625526813
23410,0.24976616028514406
23478,0.3163222430483567
23694,0.37193276605148506
23706,0.29902266976426645
23738,0.3033815911279997
23769,0.23214144725344962
23810,0.26523673040474244
23885,0.3495622436948795
23929,0.40036478264742775
23930,0.2327183405596647
23946,0.35343486337029745
24085,0.3366136340697915
24104,0.20942694190827946
24114,0.30507972666123945
24143,0.3229375388321377
24201,0.3435199784558499
24224,0.2841254636678347
24243,0.3198107813324915
24255,0.32960806130899845
24302,0.3113814583061758
24498,0.3315548606231377
24603,0.36591726598042884
24730,0.3520121753961411
24732,0.3734586395213327
24755,0.5011339824327603
24962,0.3111348763221903
24993,0.3450271481970181
24997,0.3594715714468954
25002,0.3024404166185412
25008,0.3223001257525807
25035,0.38919383530554147
25037,0.30642305322393093
25041,0.19674096928561477
22044,0.1965944818822715
22052,0.18590748859128323
23939,0.15704520320977663
24795,0.3005225720022523
25005,0.26258147659366804
