star,"C,S,Score Values"
10191,0.001110108463720747
10406,0.0018900750005219282
10472,0.0012053809883857784
10649,0.0012918296251620302
10671,0.0016568762758775316
10678,0.0013240321261792356
11658,0.0012800876996959102
11665,0.0013327156153749458
13535,0.0006295339480210761
13545,0.0029854700958690727
13552,0.0015245805307705445
13648,0.0010614713825077764
14168,0.0005911298438597217
14188,-0.0003008717623757811
14201,2.1962248239299387e-05
14202,-0.00014119928558870693
14215,-0.00022729774352188968
14218,0.00016212986784787018
14596,-8.697227150294376e-05
14808,-9.333737423152281e-05
19749,0.001202252684966463
19754,5.775267972989596e-05
19772,7.689650223134621e-05
19773,0.0011488855329362681
19777,0.0003804607059495955
19779,0.001063464431888355
19782,0.0005788088460960618
19786,0.0007793782754351318
19788,0.0003067448756776484
19789,0.0009294898694108546
19792,5.4478366823485706e-05
19793,0.0006726421361925633
19801,0.00022214398621652154
19805,0.0010693480470076065
19806,0.0003076185834475758
19811,0.0011804084849680629
19813,0.001259489066842818
19815,0.0003616605166273982
19816,0.00021964663043843972
19819,5.946160586002401e-05
19820,9.713973247779347e-05
19821,0.0020561426542147422
19834,0.0017725791095736534
19836,0.0005170334224348825
19837,0.0026113062991517696
19839,0.0009194139143870025
19840,0.001020034184791789
19845,0.0016436803746818392
19850,0.00030817120384394095
19853,0.0013355506244276077
19856,0.0004731643302477901
19858,0.0014636195409921545
19861,0.00019081572610093474
19866,0.0017025990402430237
19870,0.0013569290046831239
19875,0.0014135518388213287
19882,0.002971429625084208
19883,3.5373104437035356e-05
19898,0.0009888349575201184
19899,0.00013014618615655977
19902,0.0030516121387614246
19906,0.00031467535378120745
19911,0.0012351387488308105
19914,0.0005710058940391332
19921,0.002560000639470908
19924,0.001496121775954012
19926,0.0002941644523746076
19927,0.0013847258984194565
19929,0.0008651587393624371
19932,0.0017493029951727483
19936,0.0010680791764703795
19940,6.970423472038611e-05
19947,-3.701352009009579e-05
19949,0.0005721996520744251
19973,-0.00010381281940917018
19976,0.0022103732021202405
19986,0.0014208403352398633
19988,0.0020790074024943555
19990,0.00014820117466634718
20000,0.0015600853220231457
20006,0.00016630339862466195
20010,0.00033945388618729843
20016,0.0017238918755820977
20017,0.0006436705962378465
20024,0.0003607348816601578
20026,-6.68246100617277e-05
20030,0.00019384121048452167
20031,5.6209715042723426e-05
20042,0.0008720862175028016
20043,0.00013579528031559677
20045,0.0006207045752416017
20047,0.0002846449339962018
20048,0.0002224435020202331
20053,0.00047013177368334877
20055,0.0016548447484243333
20061,-0.00021848336108992467
20064,0.00024989347387214747
20066,0.0008581908526675635
20071,0.0008552428593255941
20072,0.0008237293905560489
20075,-7.132898270458801e-06
20087,-0.0004347208421680912
20090,0.00015044244510181796
20093,7.722520822680558e-05
20095,0.0004881892836582852
20096,0.0013529756672533378
20099,0.0017930189735318601
20104,0.0020675019040485767
20106,0.0016494496242687872
20109,0.0021285871621443807
20116,4.3347283476016156e-05
20124,0.0008931155792257556
20126,0.0008372165366093412
20130,0.0005773980091694519
20141,6.39968242360011e-05
20144,0.0007012460037125827
20146,0.0014901398181732155
20147,4.4410162250599556e-05
20149,0.000525220157565177
20154,0.00023762186405370847
20158,0.001087096463820843
20165,0.0020665073353477157
20169,-0.00010869191834180273
20175,0.0008751499635161165
20176,0.00196434976894402
20177,0.00043711918415982007
20178,0.00045417582705498637
20179,0.0008821899718074431
20180,0.0002310442789124633
20182,4.666913792881957e-05
20187,0.0006430604227617998
20189,0.0013555175988048396
20190,0.00010504251087139425
20199,0.00037422105036968053
20211,0.0007716582162550247
20215,0.0003214571487477782
20243,-1.6666077726022212e-05
20256,0.00021281898985645693
20257,-0.00014226137891121585
20258,0.002615580001128536
20259,0.0002606589662219853
20262,0.00015823249213528414
20263,0.00022569453717126295
20269,0.0013942270771652343
20270,0.0022956461858360936
20273,0.0010323621937833685
20276,-8.571018942341469e-05
20283,0.00016498558308579978
20285,0.0016888623958574672
20287,-1.0331630501768125e-05
20288,0.0025053005919887616
20293,0.00019718175109595875
20294,-6.0719892127253405e-05
20296,0.003697719068426179
20301,0.000210415029820007
20303,0.0003249872609960923
20307,-0.0002552781004683068
20313,0.0004848250052268176
20327,0.001732217487348186
20334,2.8843724642810243e-06
20341,0.00011365405693336772
20347,0.0010481134684831393
20349,0.000520706716358195
20351,0.0002360506358025688
20353,0.00024807241704128476
20358,0.0022814837954264907
20384,-0.0002234767954575333
20388,0.0012017358397682675
20395,0.002326215973179845
20404,0.0005468688546699292
20407,0.0008348699809967496
20424,-0.00024732332372246445
20425,0.0011289139075292651
20426,-3.6998350397107055e-05
20427,-6.088247052991316e-05
20507,0.0003521833504390397
20546,-0.00020089742515241665
20596,-0.00025008497232263357
20622,7.718036746546029e-05
20684,-6.799527078791174e-05
20755,0.0008016865942630617
