star,"C,S,Score Values"
0,0.2724972474968014
1,0.29385703422204584
2,0.4534118231139634
3,0.5212089616808246
4,0.2593849171700192
5,0.30542381470433594
6,0.32226568341656964
7,0.3378367310955708
8,0.35890480604991526
9,0.26352520688267067
10,0.2940206202122975
11,0.25561242851530847
12,0.27347147290535334
13,0.28915402024480874
14,0.29828655238819946
15,0.3318840222397628
16,0.26817207427267753
17,0.25792776955091024
19,0.2695665238661585
20,0.2631879498056021
21,0.2659171925817093
22,0.25935788048608527
23,0.25765621059235155
24,0.27218426351963504
25,0.3686277899726586
26,0.2647383327194562
27,0.2755469364477453
28,0.27011337150277603
29,0.29605354799787464
30,0.29443175268142086
31,0.2706763437332616
32,0.295396028150506
33,0.30932698797242814
34,0.291642567702362
35,0.46434042552641813
36,0.30956073920922567
37,0.3642585859455021
38,0.3033434794008581
39,0.5921113927667689
40,0.26265716330149946
41,0.25702670812657896
42,0.3035416524811677
43,0.4607373734427451
44,0.3200206185790987
45,0.3039168285162349
46,0.3534698171644484
47,0.38125265348705245
48,0.38998150900861345
49,0.26315191577322933
50,0.3493717145560605
51,0.3057495557005571
52,0.27993304715210837
55,0.45843443820703816
56,0.3139298176482216
57,0.3176552523818786
58,0.2907060432955912
59,0.34414459151302174
60,0.397633353753662
61,0.3685359522507018
62,0.49622496794517856
63,0.3036287670904572
64,0.2993806817866647
65,0.33061749941261687
66,0.3180912920879698
67,0.42614436293858976
68,0.3170112026220713
69,0.3835002944580362
70,0.27032815579994773
71,0.38924616353239905
72,0.30217131094078786
73,0.27575928349347023
74,0.34284492528822513
76,0.3838424536752345
77,0.32071651765713893
78,0.27112962118971634
79,0.37745058923210223
80,0.2665171431765594
81,0.30148076909331767
82,0.3004489312742698
83,0.3108341867805511
84,0.3278577807134192
85,0.267846239700865
86,0.38369995572132126
88,0.2695305948405627
89,0.29391766037728917
90,0.2736833931171582
91,0.2625886763958706
92,0.26841874605042015
94,0.26951364739957
95,0.2667182022976116
96,0.2689262145959277
97,0.2564491044708857
98,0.3972293918862785
99,0.2753970354676973
100,0.28048732756228445
102,0.31759948769782903
103,0.28184464658907843
104,0.2830584044296705
105,0.27834110096661596
106,0.26009447053897233
108,0.30587599193285553
110,0.4381850007553796
112,0.2780861423805
113,0.27086720721613333
114,0.26683492058834146
116,0.2696225354294919
117,0.3238651698461587
118,0.2840009589175293
119,0.2506628911562514
120,0.34413593622183125
121,0.263184651054662
122,0.2700037741637073
123,0.2737923534842772
124,0.26931157756133045
125,0.2664058705647948
126,0.2879476945437289
127,0.3599220037345513
128,0.30337551346189345
129,0.2985818026517593
130,0.2694598424648607
131,0.2660451189206505
132,0.27349602173500415
133,0.3016360666203934
135,0.2550332344050013
136,0.268076790384545
138,0.27083539190834494
139,0.27782697712733456
140,0.27839594332785195
141,0.26166238142253295
143,0.27696260391363153
144,0.29165702433535845
145,0.43338786100477017
147,0.2815002981595082
148,0.3424298757543363
149,0.2662952526332505
151,0.3541277062594085
152,0.3120940746643605
153,0.2638404551169468
154,0.292813736160729
155,0.3716390276195274
156,0.45959916071321927
157,0.2548884028013381
158,0.2840341126163171
159,0.3115867640861205
160,0.24904891855876188
161,0.2621188502360765
163,0.2843062230233293
164,0.34877551245656474
165,0.2752425694328196
166,0.2674108558963622
168,0.29835308694517126
169,0.2722489758229727
170,0.3328078499321503
171,0.27890103131890753
172,0.26055075409351613
173,0.2644283088858123
174,0.2910955043849597
175,0.2600840609223478
177,0.3916734547800935
178,0.26377566284733045
179,0.26766399358192056
181,0.2763545008625298
182,0.3031941344480983
185,0.263167313635432
186,0.29466812561455197
187,0.32650783676392076
188,0.25543684985654647
189,0.3520387192309081
190,0.28831941278601453
191,0.2737849810721396
193,0.4000469001608463
194,0.47513854321190696
195,0.27750831338968346
198,0.2807720689749425
199,0.2741053555662502
200,0.2790232246581435
201,0.2863238495183917
202,0.2783395996131381
203,0.2704193434393956
205,0.3036264572625589
206,0.3672920203696472
207,0.269870780765648
209,0.33056115591484075
210,0.3529829989193027
211,0.32037017365868986
212,0.3244767790172253
215,0.2667982802898879
216,0.36140742216581206
217,0.276310752044593
219,0.30616168604855454
220,0.30228251284894025
221,0.31730023258875717
222,0.3579027630566228
223,0.25148686900401745
224,0.2947701702453255
225,0.27105226132102994
226,0.33238319053317794
227,0.25527352489485317
229,0.27327366866699426
230,0.3640938339639279
231,0.3734223415876984
232,0.30042586426149204
233,0.2635791838103545
234,0.248598252464874
235,0.32290522611489275
236,0.36310469174624566
237,0.2855595093257025
238,0.37116338295350626
239,0.25815864778914815
240,0.2833755019448826
241,0.2784583654054588
242,0.28428906156453465
243,0.27889680419905444
244,0.2761027716777642
245,0.26999575038514395
246,0.38486751139310715
247,0.3514365402647672
248,0.5068986352592179
249,0.33847957228178754
250,0.2748120585244283
251,0.266727585048591
253,0.2610176029273128
255,0.5191912260743151
258,0.2989180071780959
259,0.2588478534983684
260,0.33597302060735174
262,0.2739565537868946
263,0.26534575819179446
264,0.4304033337159709
265,0.35566552308933447
266,0.2678474537854769
267,0.3553032400192174
268,0.4173959819574069
269,0.3213012596560831
270,0.34510039210613996
271,0.2768510765472242
272,0.4541492711058354
273,0.4541492711058354
274,0.31996565627569434
276,0.2544309093777093
277,0.2755476057762528
279,0.42557530556202716
281,0.2996593817765576
282,0.2652731288065773
284,0.2654567974247701
285,0.26252551425460996
287,0.3393045565133847
289,0.28125977168104055
290,0.32051504907304
294,0.2645269336429871
296,0.27917488816779595
297,0.2790282778835502
298,0.3629425005844199
299,0.2959892377786781
300,0.3321092810476085
301,0.31318262880878606
302,0.3157559408078787
303,0.3643284659877252
305,0.2712644461637322
306,0.2592884982477983
307,0.2529357153835018
308,0.2756948552962269
