star,Score
19971,0.43046365427452155
20027,0.4340583296371803
20232,0.4142933813134265
20279,0.45654245025891954
20339,0.41969706553429
20352,0.4429550082146126
20369,0.3980982893281399
20379,0.4108282360309603
20403,0.42121615525449524
20443,0.45033218011158294
20799,0.4734159806785298
20811,0.43687048134508333
20890,0.4146907110643238
20903,0.42682700677907615
20968,0.40548207326903085
21011,0.4476717493485061
21304,0.43127802877359966
21544,0.4412491007323693
21549,0.4378379704284888
21555,0.3970786622114686
21565,0.4451293821541851
21566,0.42283316156958645
21570,0.4065893142117478
21572,0.40523325629770174
21589,0.46135034855148516
21649,0.43594278099449085
21676,0.4657361771420468
21685,0.4182171304142035
21690,0.4140428902774594
21733,0.42429536795324985
21859,0.4234403804366423
21864,0.40950039903288565
21907,0.47442240619805015
21930,0.4085297106873276
21945,0.44238180963039225
22576,0.4242109224556961
22592,0.45607642098739487
22768,0.4795588263545335
22779,0.4481134901547511
22781,0.42790798455712215
22837,0.4575863173280865
23248,0.4720640171433703
23425,0.44516669235614814
23434,0.4661684601574284
23439,0.45805830114387647
23595,0.43183733349131126
23597,0.47943368802645825
23654,0.4317290584127982
23677,0.409491346569956
23797,0.45803321575872435
23807,0.4563660321863086
23918,0.41343689993805705
23932,0.4481063646935549
23945,0.4428108128971389
23965,0.44039763782101066
23974,0.4291529138482858
24007,0.47165139189233646
24067,0.45244762842377717
24092,0.49919793203351254
24395,0.4242970067151828
24461,0.44557639661267334
24483,0.459764412081863
24510,0.4673404055658466
24545,0.44305543972552486
24568,0.4518249165765034
24627,0.4949861810316771
24764,0.44928140099756936
24820,0.4363798908683385
24824,0.4600650253379588
24926,0.4827396402879951
24935,0.4646205948373145
24953,0.48149540460471496
21031,0.49697321034772496
21813,0.4070886107965717
22159,0.518714296652227
23627,0.4543964414277633
19798,0.48198827149970863
19842,0.41482744307165115
19846,0.40480886238392383
19943,0.397296104144807
20103,0.42238722098573556
20268,0.35206386171085774
20290,0.41083638782652204
20291,0.41083897659272733
20310,0.42236627895476536
20312,0.4412911939746963
20320,0.4109251777380559
20330,0.4399017700462987
20502,0.5758967323148336
21069,0.401848094822612
21174,0.4223847297154367
21188,0.44508992177028994
21255,0.4185670103275636
21264,0.45532131187820135
21303,0.40268811748759964
21305,0.4384821007907691
21308,0.42187289903017433
21323,0.44693863529080635
21338,0.39952529703750866
21350,0.4172453765396234
21466,0.4321268833777441
21474,0.42766892445029414
21489,0.4081278698124854
21508,0.4186514006373504
21523,0.433871276701686
21588,0.41895407097683524
21600,0.4197331305147974
21677,0.4160544732820326
21719,0.3809788667759091
21729,0.3970267350748331
21821,0.42007283583020266
21858,0.4305138203339351
21878,0.40704504577629197
21879,0.42277055079213743
22009,0.4306101865073204
22019,0.4241258290107608
22020,0.38880297709425055
22054,0.39999232180212746
22099,0.44608022663816166
22117,0.4007836728622334
22199,0.5559950800600993
22549,0.42630911616137257
22561,0.4246400749260191
22569,0.4449553419303053
22579,0.40462836519875656
22601,0.4256871484619073
22602,0.42492604200388273
22603,0.4325377964670309
22847,0.4235207210249999
22855,0.43457703218000704
22935,0.4840148605037154
22947,0.4174626945272921
22982,0.4521045713956858
23261,0.4429394029821013
23279,0.4355322123617152
23312,0.4429252089005883
23529,0.4153230160459306
23566,0.438813537718882
23596,0.4116193679489356
23663,0.4443521108858281
23693,0.417504976300205
23953,0.43717107720833376
24035,0.4088845169730886
24045,0.41488373312007837
24051,0.4786132124035809
24100,0.42502581828998987
24122,0.43330084469968494
24233,0.4127871751704313
24339,0.4150991967276766
24696,0.4287994757551586
24740,0.4462877552856026
24742,0.43045518704857466
24744,0.4338457209523503
24896,0.4364348291957436
24898,0.4242101039279687
20390,0.5529361694236832
20867,0.4183341143716399
24013,0.3793792876996958
20492,0.4320209292970838
20558,0.48710122053237687
20083,0.3663327667191804
