star,Slope
10093,-0.0019999999999995603
10094,0.0009000000000004406
10097,0.0009000000000004406
10098,0.0008000000000004405
10099,0.001900000000000441
10101,0.0006000000000004405
10102,-0.0003999999999995596
10105,0.0010000000000004406
10107,-9.999999999955963e-05
10112,0.00010000000000044038
10113,-0.0006999999999995597
10114,0.00020000000000044039
10115,0.0003000000000004404
10119,0.0010000000000004406
10120,-0.0008999999999995598
10122,0.00040000000000044037
10125,0.0003000000000004404
10126,0.00020000000000044039
10127,-0.00129999999999956
10130,0.0009000000000004406
10131,-0.00119999999999956
10135,0.0009000000000004406
10138,0.0010000000000004406
10140,-0.0009999999999995598
10143,0.0009000000000004406
10147,-0.0002999999999995596
10148,0.0012000000000004407
10149,0.0003000000000004404
10151,-0.0007999999999995597
10154,0.0005000000000004404
10155,0.0006000000000004405
10161,0.0011000000000004407
10162,0.0013000000000004408
10165,-0.0006999999999995597
10168,0.001900000000000441
10173,-0.00019999999999955963
10174,-9.999999999955963e-05
10176,0.0025000000000004402
10178,0.00020000000000044039
10183,0.0011000000000004407
10184,0.0003000000000004404
10186,0.0003000000000004404
10188,0.0012000000000004407
10190,0.005200000000000441
10191,0.0010000000000004406
10192,0.0003000000000004404
10193,0.0006000000000004405
10197,0.0011000000000004407
10198,0.0008000000000004405
10199,-0.0009999999999995598
10201,0.0011000000000004407
10202,-0.0007999999999995597
10204,-0.0003999999999995596
10206,0.0008000000000004405
10209,0.0003000000000004404
10210,4.4037581740929976e-16
10211,-0.0025999999999995593
10213,0.0006000000000004405
10214,0.0005000000000004404
10215,0.00040000000000044037
10216,-0.0002999999999995596
10217,0.00020000000000044039
10218,0.0014000000000004408
10219,-0.0003999999999995596
10221,-0.00019999999999955963
10223,0.0009000000000004406
10224,0.0008000000000004405
10226,-0.0002999999999995596
10227,0.0005000000000004404
10228,-0.0003999999999995596
10236,0.0007000000000004405
10237,0.0011000000000004407
10238,-0.00159999999999956
10239,0.0011000000000004407
10240,-0.0002999999999995596
10251,0.00020000000000044039
10252,0.00010000000000044038
10253,0.0003000000000004404
10254,0.00460000000000044
10255,0.0006000000000004405
10256,-9.999999999955963e-05
10263,-0.0009999999999995598
10264,-0.0010999999999995599
10265,0.0005000000000004404
10266,-0.0006999999999995597
10267,0.0011000000000004407
10272,0.001700000000000441
10274,0.0006000000000004405
10276,0.0008000000000004405
10279,-0.0002999999999995596
10280,0.0011000000000004407
10281,0.0007000000000004405
10282,-0.0002999999999995596
10284,-0.0003999999999995596
10290,0.001900000000000441
10292,4.4037581740929976e-16
10296,0.0005000000000004404
10297,-0.00019999999999955963
10301,0.00010000000000044038
10304,0.00040000000000044037
10308,0.0006000000000004405
10309,0.0006000000000004405
10312,4.4037581740929976e-16
10313,0.0003000000000004404
10314,-0.0003999999999995596
10317,-0.00019999999999955963
10318,0.001900000000000441
10320,-0.00019999999999955963
10326,0.00020000000000044039
10332,-0.0006999999999995597
10333,-0.0005999999999995597
10336,0.00020000000000044039
10338,0.0012000000000004407
10339,0.0009000000000004406
10341,-0.00139999999999956
10342,0.0008000000000004405
10348,-0.0005999999999995597
10352,0.00020000000000044039
10361,0.0007000000000004405
10363,0.0005000000000004404
10371,0.0008000000000004405
10374,-0.00139999999999956
10375,-0.0002999999999995596
10380,0.0005000000000004404
10385,0.00480000000000044
10387,0.0003000000000004404
10388,-0.023499999999999473
10398,-0.0008999999999995598
10401,0.001700000000000441
10406,0.0005000000000004404
10417,0.00020000000000044039
10421,0.0006000000000004405
10424,0.0010000000000004406
10427,0.0006000000000004405
10432,0.0007000000000004405
10448,-0.00129999999999956
10462,0.01730000000000039
10472,0.0010000000000004406
10504,-0.0005999999999995597
10518,0.0003000000000004404
10528,0.0014000000000004408
10530,0.003900000000000438
10534,0.0005000000000004404
10553,0.0012000000000004407
10558,-0.00209999999999956
10568,0.0013000000000004408
10570,0.00010000000000044038
10574,0.001600000000000441
10580,0.00010000000000044038
10583,0.0009000000000004406
10589,0.0007000000000004405
10590,0.00010000000000044038
10597,0.0013000000000004408
10602,0.0007000000000004405
10609,-0.00209999999999956
10617,0.0025000000000004402
10621,0.0006000000000004405
10625,0.004500000000000439
10626,0.0005000000000004404
10630,-0.003999999999999557
10635,-0.00129999999999956
10637,-0.0002999999999995596
10642,0.0005000000000004404
10644,0.0003000000000004404
10648,0.0005000000000004404
10649,0.001800000000000441
10650,0.0003000000000004404
10656,0.0010000000000004406
10661,0.00010000000000044038
10671,0.0010000000000004406
10672,-9.999999999955963e-05
10673,0.0011000000000004407
10676,0.0025000000000004402
10678,0.0011000000000004407
10680,0.0008000000000004405
10681,4.4037581740929976e-16
10684,0.0008000000000004405
10685,4.4037581740929976e-16
10689,0.0003000000000004404
10690,0.0006000000000004405
10695,0.001700000000000441
10698,-0.00159999999999956
10699,-0.002699999999999559
10718,0.0008000000000004405
10719,0.0005000000000004404
10720,0.00010000000000044038
10721,0.0008000000000004405
10722,0.0009000000000004406
10724,4.4037581740929976e-16
10731,0.0015000000000004409
10732,0.00020000000000044039
10733,-0.0005999999999995597
10734,0.0015000000000004409
10737,0.0005000000000004404
10747,-0.00019999999999955963
10753,0.0005000000000004404
10755,0.0014000000000004408
10764,0.0013000000000004408
10767,0.0006000000000004405
10771,0.0011000000000004407
10777,0.0008000000000004405
10782,-0.0006999999999995597
10783,0.0013000000000004408
10788,0.00040000000000044037
10795,0.0015000000000004409
10797,0.0015000000000004409
10802,0.001700000000000441
10805,-0.0005999999999995597
10806,-0.0016999999999995602
10810,4.4037581740929976e-16
10811,0.0005000000000004404
10819,0.012100000000000423
10822,0.00020000000000044039
10823,0.0005000000000004404
10828,-0.00019999999999955963
10833,0.0009000000000004406
10834,0.0010000000000004406
10839,-0.00139999999999956
10842,-9.999999999955963e-05
10845,0.0008000000000004405
10852,-0.0018999999999995602
10853,0.00020000000000044039
10858,0.006500000000000445
10861,0.0012000000000004407
10863,-0.0007999999999995597
10870,-0.0002999999999995596
10872,0.0008000000000004405
10874,0.0006000000000004405
10878,0.0024000000000004404
10884,-0.0005999999999995597
10886,0.001700000000000441
10890,0.00020000000000044039
10891,4.4037581740929976e-16
10897,0.0011000000000004407
10902,0.001900000000000441
10903,0.002000000000000441
10907,-0.0003999999999995596
10908,0.0003000000000004404
10909,-0.012599999999999539
10910,0.0014000000000004408
10912,-9.999999999955963e-05
