star,values
0,0.0039838170460730765
1,0.0029847733154329853
2,0.00254666588998574
3,0.002447608369667776
4,0.003038066989282011
5,0.0027601815003159753
6,0.003530008085185503
7,0.0031666511999864848
8,0.0024413565221345643
9,0.0032300236305156157
10,0.003110647265332132
11,0.00278685423622838
12,0.002771514482128589
13,0.0026303436033721077
14,0.0028988719723968166
15,0.002644121801313168
16,0.002711028114738771
17,0.0029207030106101414
19,0.003670579988900308
20,0.002959779986472836
21,0.0037363771385966814
22,0.002919352527548028
23,0.003067792819674809
24,0.0031182425246288415
25,0.002930028629919346
26,0.0031471180255198006
27,0.0031621406321040357
28,0.002572700692310105
29,0.0025896146254335934
30,0.002627847498748815
31,0.00285111041180061
32,0.0026645931174558604
33,0.003523999704706723
34,0.0032043645455963788
35,0.0027288148990685618
36,0.00283594658673737
37,0.0035308195633473906
38,0.0026841175940258643
39,0.0042069846042108614
40,0.0034247352804964095
41,0.00326914077935221
42,0.004074318563966457
43,0.0028458370746405203
44,0.0034128473620924854
45,0.002743003919332565
46,0.003136429818453783
47,0.0028319393551544396
48,0.0030564648303430778
49,0.0031788487297106
50,0.0029243757151293207
51,0.0031386988686210177
52,0.0029918709101562878
55,0.002882250142378576
56,0.003229081876278056
57,0.0031482768671106634
58,0.002780150560054059
59,0.0024414195193467794
60,0.0028399446000666813
61,0.0024943382100101478
62,0.003021606178808161
63,0.003048293200683556
64,0.0030229119787771506
65,0.0023388681476969203
66,0.003560524910564259
67,0.001846980290925239
68,0.0028393530065359564
69,0.003231643039390588
70,0.002931479326448934
71,0.002430961823367407
72,0.0037695819101612542
73,0.0026176160765739
74,0.0033770529820652505
76,0.002937567299094501
77,0.0033416123976220883
78,0.0028993665258027507
79,0.0028969283509816925
80,0.0028757799367705034
81,0.0036447235730626736
82,0.0026859359823597725
83,0.002585641892465501
84,0.00327819294813803
85,0.0033610162863513685
86,0.0025821969638489613
88,0.0027833601435598913
89,0.0034256457010100523
90,0.002697857793973438
91,0.00271986751103473
92,0.003126415798993778
94,0.0030686740551750446
95,0.0029125361841773898
96,0.002966519066637884
97,0.0029360762277650496
98,0.0027693475679547407
99,0.0031224371209565456
100,0.003633364170535612
102,0.0035380145659274034
103,0.0022623377935375487
104,0.0027010351334180575
105,0.0030065340183427344
106,0.003763560643847844
108,0.0027367278758755943
110,0.002488546738453013
112,0.003585715202077749
113,0.00288516314343433
114,0.0037231825190883385
116,0.0028019070764007
117,0.002620163015384758
118,0.0033720321452492025
119,0.0032506909266051274
120,0.003962264009169503
121,0.003564775860244167
122,0.002679887684401236
123,0.0035554371798662255
124,0.003208129162087923
125,0.0029884432211290395
126,0.002931705601971966
127,0.0032110921401337297
128,0.0032924615472401182
129,0.002942019955953454
130,0.0038387820583621218
131,0.0030619566935653673
132,0.0033609589383944375
133,0.002679886591778439
135,0.003441103641310796
136,0.00263632252210897
138,0.0029732416074180284
139,0.0021744978432535144
140,0.00320208183008142
141,0.0030769018003935127
143,0.002744316234752443
144,0.0027480991868857932
145,0.002605357283863912
147,0.003170007847281671
148,0.002568332215499216
149,0.0028424286343575454
151,0.001830770112579331
152,0.003041561597779273
153,0.0027527403008947653
154,0.003322640440668771
155,0.003355172850157075
156,0.0026193112921092036
157,0.0025018262105367724
158,0.002659222757154515
159,0.003412350516198837
160,0.0034931275736743176
161,0.0028078108566399304
163,0.0026509401478553296
164,0.003221004459090296
165,0.003167014654103648
166,0.0033930367879289407
168,0.003933933046701979
169,0.002873946231305814
170,0.002707127030976237
171,0.0031312468634991744
172,0.00365714392442088
173,0.0037463463210051086
174,0.004232293134909119
175,0.003058553182088237
177,0.002533567175018173
178,0.0034760204712093816
179,0.00360482756066128
181,0.004147837602424977
182,0.00325307599854545
185,0.002981176846316293
186,0.0037390509040377082
187,0.002968841100509539
188,0.0035120591254791315
189,0.003152188156028963
190,0.0033128150132394137
191,0.004002826434007201
193,0.0033349372240723037
194,0.0044572907598961695
195,0.0036148567394806716
198,0.0038658748063628125
199,0.0034821695566041476
200,0.0026634984922010657
201,0.002724838181890943
202,0.0037078304397473406
203,0.0036594753114993182
205,0.0025519921081471383
206,0.0023520134590238697
207,0.003143644114930426
209,0.0026018083392471514
210,0.0029491122549221787
211,0.003711658675417082
212,0.0045736205168380945
215,0.0021730690505683283
216,0.0036737408387943118
217,0.0032275763672473903
219,0.002809086823389242
220,0.002364856721537561
221,0.002592709728930559
222,0.0020994007067336104
223,0.0031975197387681697
224,0.0031379186139930577
225,0.002859914921503239
226,0.0032531003018311817
227,0.0030891405434312377
229,0.0035947803340362124
230,0.003731787572046919
231,0.0039410429547978194
232,0.0033775514879671193
233,0.00344878662163315
234,0.0029325967954778776
235,0.003581574391989459
236,0.0033879023214055098
237,0.002561634287512234
238,0.0029943962675181837
239,0.0032943761385876955
240,0.002865324501295048
241,0.0032918549705899212
242,0.002707850130964279
243,0.0029531066740216116
244,0.0032235055685810787
245,0.0030799321442023958
246,0.003276260330453023
247,0.0028714393761580317
248,0.003397382366075169
249,0.0033248916727509157
250,0.003397930900098924
251,0.002628521519127063
253,0.0025006941762373562
255,0.0024248365570868585
258,0.0033729266349853304
259,0.0029117532723646183
260,0.004318202861520473
262,0.0033148844077814797
263,0.0027865920692156905
264,0.002503596404829329
265,1.3362990710465974e-05
266,0.002988793225125337
267,0.0033577809195657355
268,0.003335971067153421
269,0.002814068919799522
270,0.00247963662269043
271,0.0035262358847750782
272,0.0035168391195006775
273,0.0035168391195006775
274,0.0033943245725827124
276,0.003271097558908184
277,0.0027603489687699685
279,0.004626530111465907
281,0.002927615506264452
282,0.0032626763754582326
284,0.003310567123449365
285,0.003165506470773726
287,0.0035935019670909453
289,0.0038068160395034398
290,0.0024796108463498914
294,0.003123121049022527
296,0.002930183501565204
297,0.002926133884216467
