star,values
14205,0.11986283682342555
14596,0.07924924582793211
19749,0.23331995314405235
19759,0.17189347776505168
19777,0.10339871061793897
19786,0.16117819286970497
19792,0.07789913434118152
19801,0.07317415588824133
19812,0.1334006124247648
19813,0.21763027165578694
19821,0.4367828922348664
19834,0.35281858852234105
19837,0.5874686429513933
19838,0.18238292604119022
19853,0.23444886443654883
19856,0.07875367106466563
19864,0.1488691628188394
19870,0.24105198149025514
19874,0.43748273541848637
19877,0.3427243046391235
19878,0.17095036153318133
19883,0.09057183068821434
19899,0.07772947289326498
19900,0.08853575811586448
19909,0.1904417223340584
19913,0.16522360343710357
19914,0.10160175258516604
19920,0.1897757071326734
19924,0.2942200411925455
19926,0.07656800961011544
19957,0.07166818832818465
19961,0.21844943974946265
19962,0.09568827409236146
19969,0.09620421889352364
19986,0.22381149409621842
19988,0.46109661777124317
20004,0.07909963230479894
20010,0.10033760132869768
20023,0.11961447893666187
20024,0.09410621810392363
20041,0.15387877405173356
20042,0.15787693832197364
20045,0.12320527676811095
20047,0.08921416529254234
20048,0.06840286537891285
20054,0.137644761586549
20055,0.3477779151648701
20066,0.138196816047629
20071,0.14818203628742518
20073,0.0726277175050608
20082,0.1921999667684603
20090,0.08647938184882138
20093,0.0860395796141639
20095,0.09858871386400635
20096,0.24986785218014781
20099,0.34231262004557406
20104,0.4766271709246449
20105,0.07101734100872671
20106,0.3016455999293265
20109,0.382538061457406
20130,0.10666548854251008
20131,0.18316334149225413
20133,0.18740193072908995
20146,0.23618114161932177
20147,0.06741696443574506
20149,0.1216266031072743
20151,0.22857965464731128
20165,0.42160798783268605
20169,0.1251956146147147
20176,0.40729812668902554
20177,0.09193976866222656
20193,0.17426950225032545
20224,1.3088381887103768
20238,0.4007082595515798
20253,0.06654868814100325
20259,0.0870017848358319
20261,0.2264614998375512
20263,0.11247099359985079
20269,0.2784220644628359
20273,0.1659073392037243
20284,0.21642941125448112
20287,0.14810330465091898
20293,0.10949896651695609
20301,0.09075541965663464
20341,0.07991012931911354
20346,0.05797005226184819
20347,0.1728418798784337
20359,0.17082081115392003
20370,0.1764691044377083
20382,0.12046175090987979
20414,0.06847226799047063
20425,0.18685172095647004
20438,0.22366051541707901
20507,0.20130585285884625
20568,0.2052142531370094
20661,0.2637514095957715
20755,0.14570910683820157
20763,0.6335545558309623
20780,0.47174147653810256
20782,0.1084498493855992
20784,0.22158571517963235
20791,0.23918593048989117
20793,0.09091035775772936
20796,0.17398839640399452
20797,0.16962667843106333
20798,0.07612109104699272
20802,0.33593977732601077
