star,values
10093,0.00010000000000044038
10094,-0.002799999999999559
10097,0.002000000000000441
10098,0.004000000000000438
10099,-0.0002999999999995596
10101,0.002100000000000441
10102,0.0013000000000004408
10105,0.001600000000000441
10107,-0.0023999999999995596
10112,0.0010000000000004406
10113,-0.00129999999999956
10114,0.0013000000000004408
10115,-0.003299999999999558
10119,0.0010000000000004406
10120,0.0007000000000004405
10122,0.00260000000000044
10125,-0.002699999999999559
10126,-0.0006999999999995597
10127,0.0015000000000004409
10130,-0.0002999999999995596
10131,-0.0003999999999995596
10135,-0.0023999999999995596
10138,0.004200000000000439
10140,0.002100000000000441
10143,0.0006000000000004405
10147,-0.009599999999999557
10148,0.0011000000000004407
10149,-0.0022999999999995598
10151,0.003300000000000439
10154,0.00010000000000044038
10155,0.004000000000000438
10161,0.0023000000000004406
10162,0.001800000000000441
10165,0.0008000000000004405
10168,0.00460000000000044
10173,-0.00019999999999955963
10174,0.0014000000000004408
10176,-0.008299999999999565
10178,0.002100000000000441
10183,0.00270000000000044
10184,0.003200000000000439
10186,0.0023000000000004406
10188,0.0013000000000004408
10190,0.00270000000000044
10191,0.0022000000000004408
10192,0.0011000000000004407
10193,0.002000000000000441
10197,0.0007000000000004405
10198,4.4037581740929976e-16
10199,0.0015000000000004409
10201,-0.0003999999999995596
10202,-0.0010999999999995599
10204,0.0012000000000004407
10206,0.00020000000000044039
10209,0.0005000000000004404
10210,-0.0008999999999995598
10211,-0.0002999999999995596
10213,0.00270000000000044
10214,0.0012000000000004407
10215,0.0008000000000004405
10216,0.0011000000000004407
10217,4.4037581740929976e-16
10218,0.00270000000000044
10219,0.0007000000000004405
10221,-0.0035999999999995575
10223,0.001800000000000441
10224,0.0005000000000004404
10226,0.0010000000000004406
10227,0.00020000000000044039
10228,0.0006000000000004405
10236,0.002100000000000441
10237,0.001600000000000441
10238,0.0014000000000004408
10239,0.00480000000000044
10240,0.0014000000000004408
10251,-0.00129999999999956
10252,0.001800000000000441
10253,0.00040000000000044037
10254,0.00270000000000044
10255,0.0008000000000004405
10256,0.001600000000000441
10263,0.0010000000000004406
10264,0.00040000000000044037
