star,values
0,0.1230260167377101
1,0.21234448020468819
2,0.3694557181711691
3,0.5163499975437228
4,0.1334820044513138
5,0.17960089415761504
6,0.24047081498511413
7,0.2548660687406562
8,0.28685447895287103
9,0.10920222905435145
10,0.18893495162462381
11,0.0765928757827195
12,0.11908852018743257
13,0.1634511307021394
14,0.2122226545938224
15,0.25153360595529395
16,0.12429652622244149
17,0.09470750864088542
19,0.15000917023884755
20,0.09588606436297646
21,0.14117884721296822
22,0.11380892206752324
23,0.070514147589135
24,0.15771781757120323
25,0.31269278509728154
26,0.13458096857993065
27,0.1179800349280371
28,0.09623110140433234
29,0.14562783415013844
30,0.14334966787336695
31,0.08414973716703059
32,0.15886114752283698
33,0.18089228028919888
34,0.17420348601234487
35,0.4075775876275299
36,0.17293357947789345
37,0.2915646185506016
38,0.16853712003046492
39,0.5079323012905553
40,0.13035500066214112
41,0.13617067870881736
42,0.1840347247574206
43,0.362169573128879
44,0.21393616847644856
45,0.18524092989329596
46,0.27324071281381657
47,0.3001024962011946
48,0.33084545978708774
49,0.09762077407627223
50,0.25955827605114906
51,0.18410045060235664
52,0.12630609979690346
55,0.41898148640254246
56,0.15490440346118797
57,0.21749333609340724
58,0.08583070361116994
59,0.30103937406531134
60,0.3500040493344286
61,0.2762211355698874
62,0.5122884497740132
63,0.180071798535218
64,0.17454411958326094
65,0.1786430462786319
66,0.26003120474818353
67,0.28200006833826313
68,0.21022148109223068
69,0.28101662402104377
70,0.07038159348540751
71,0.2391719965019529
72,0.13079752943313128
73,0.10173097537026075
74,0.2927469995403278
76,0.3289974808331329
77,0.23280051858411863
78,0.061772846877863795
79,0.2870290470762126
80,0.052854403876675254
81,0.22025507469443437
82,0.16990492081794434
83,0.17301488291024236
84,0.23287868574525078
85,0.061713053010957544
86,0.2661332402998139
88,0.08943712606872158
89,0.18839767038349653
90,0.07388384464629877
91,0.054958357367061415
92,0.08482451593310457
94,0.15308578018909436
95,0.07591019675277623
96,0.12016861900730495
97,0.07050398695858319
98,0.3018874075834309
99,0.17504812597896383
100,0.15831176992284368
102,0.29017922576616817
103,0.0939986051228319
104,0.10256758549563244
105,0.09048439328515355
106,0.09840500521649385
108,0.184179460376252
110,0.3113225904258484
112,0.09664695204834704
113,0.07411589291891242
114,0.08607984208059348
116,0.07462039679019557
117,0.16242170289320196
118,0.12845429308029324
119,0.05200060512155155
120,0.29516937923358305
121,0.07149695535454334
122,0.061833725523679
123,0.11830921155059373
124,0.09503365123306652
125,0.07414113498915603
126,0.14627395488965464
127,0.2841874610784945
128,0.18440095237107887
129,0.1753687284043778
130,0.12367445628008329
131,0.08659945202813678
132,0.12846424777774407
133,0.1924538877511927
135,0.09118380605896882
136,0.062059244748947265
138,0.09592132486527762
139,0.16030658696593245
140,0.25283932967385586
141,0.09432413940733658
143,0.147342460436057
144,0.1267833402447336
145,0.34760862371421875
147,0.19894458865524184
148,0.22975932408443364
149,0.12028169275960766
151,0.1155670691152335
152,0.17142070057890202
153,0.17100599391337087
154,0.16703235046637346
155,0.3155364674250795
156,0.4150010884834026
157,0.09050831319126043
158,0.08243119874690487
159,0.22576527257129106
160,0.10680046168767864
161,0.06882550388838493
163,0.1118706756767592
164,0.28206284407809296
165,0.08761768911674676
166,0.0734879787540719
168,0.17143352723063476
169,0.0976828726293588
170,0.2190496754738437
171,0.14010516644898754
172,0.08583750473133922
173,0.12018536470287372
174,0.12214672115157023
175,0.08098903850597791
177,0.3478435713476723
178,0.07296244992067795
179,0.12746635107981474
181,0.10233532622448362
182,0.17623512899942412
185,0.09560127977008295
186,0.19307750937769713
187,0.2110693210844416
188,0.0846668992030814
189,0.29173357499069996
190,0.1416654140169183
191,0.08962376947437914
193,0.3152923869852318
194,0.5962191134823186
195,0.10708290315718962
198,0.13952846788003045
199,0.10649553297616017
200,0.14582055868911573
201,0.10467254724820352
202,0.10609719296068346
203,0.10232936361739361
205,0.24481722650919657
206,0.23950504283749646
