star,"C,S,Score Values"
0,0.14234374417916684
1,0.18631743654155106
2,0.37117464764849584
3,0.4801982644777872
4,0.12917812332854825
5,0.16361115150143868
6,0.22337203772387015
7,0.238294445083907
8,0.26024037222774826
9,0.10574762098023513
10,0.18729887380658256
11,0.0742391799737706
12,0.11897169609275735
13,0.1623480499735787
14,0.2004208477032185
15,0.22984501427000886
16,0.12475328778282066
17,0.09409669267187362
19,0.14265420782049892
20,0.11058864668363369
21,0.1419425083415019
22,0.10395343295362558
23,0.07303376447275371
24,0.14561860655781403
25,0.28449261961941313
26,0.12475352607007154
27,0.11647062442951236
28,0.0996343078506156
29,0.14753873571961426
30,0.13748061786581783
31,0.08741727613633193
32,0.15153690890181157
33,0.173283117196675
34,0.16881582956469268
35,0.3934725402659593
36,0.17711114748999562
37,0.27790825914815626
38,0.1598025870186579
39,0.514919770309183
40,0.13592040930300972
41,0.1377522230379626
42,0.18861652884644928
43,0.3853306919568664
44,0.20502911918957278
45,0.1804889777231966
46,0.2659457770699743
47,0.28196623697494066
48,0.3203549816641826
49,0.09855737305394607
50,0.25754267799674235
51,0.17942310358892843
52,0.12333882640038422
55,0.37293807758546954
56,0.16437390759884946
57,0.20172171238556455
58,0.09899708727034932
59,0.2813155499290485
60,0.31266357992319055
61,0.266406209528465
62,0.4379140440642858
63,0.16963078668100456
64,0.1587563340123964
65,0.17811804525971853
66,0.21872660581903697
67,0.2852160795322538
68,0.19396389006150822
69,0.2741488089842298
70,0.08486066478715912
71,0.24968688970522843
72,0.15909848554855238
73,0.0948956084734575
74,0.24857988645092335
76,0.28063042494122153
77,0.21263943649249506
78,0.07402514978457078
79,0.2750315857493276
80,0.06751486496485558
81,0.18570483753933156
82,0.16400978692306614
83,0.16438540483415914
84,0.2227096660805363
85,0.0917456308764329
86,0.2703690228565799
88,0.0913460402113153
89,0.17119235365715024
90,0.08303356601604545
91,0.061147934491718126
92,0.09867425080989395
94,0.14738437435365917
95,0.09670628303333231
96,0.12330080819537763
97,0.0839595377096175
98,0.30887314082869866
99,0.15839864914298404
100,0.15681399230475562
102,0.2091195755658732
103,0.11063457776184936
104,0.10707047218996543
105,0.0982987489808684
106,0.11306894370694166
108,0.17873295816256668
110,0.32145322995208836
112,0.12178072371291525
113,0.08534284673732391
114,0.1127575054366753
116,0.08316774003133162
117,0.17971657227739424
118,0.13582940859950224
119,0.0738851611439492
120,0.26136979726781284
121,0.09776768401640708
122,0.06405254427284783
123,0.1272108427522549
124,0.10470717650219452
125,0.08764759846056058
126,0.1440314824610699
127,0.27676251278118147
128,0.20424749839959896
129,0.173374802645178
130,0.13626182964066774
131,0.09569435212395022
132,0.13209005832886517
133,0.17744452750491038
135,0.09817698061111318
136,0.06368554123890681
138,0.10136026344876817
139,0.14540270931978738
140,0.2148036752507095
141,0.10886521131406435
143,0.13391879561490277
144,0.120392848675077
145,0.33939237067995665
147,0.1930631223448962
148,0.2204733134631898
149,0.11245045797800945
151,0.18255000866420826
152,0.18013088924669027
153,0.1452445509657249
154,0.1602522754246186
155,0.2878934930237516
156,0.3680301408474927
157,0.07950411574333313
158,0.08717329939227217
159,0.19322950671343425
160,0.1093180533290269
161,0.0769283305153565
163,0.10831369465860081
164,0.24617775783771528
165,0.10398626391257802
166,0.09302544524610631
168,0.1709569211609028
169,0.09624131292255095
170,0.21111256927326988
171,0.1420322663674966
172,0.10547725152724681
173,0.12192544497884983
174,0.1552153845127619
175,0.08462574652773883
177,0.33935355195646555
178,0.0901327661565775
179,0.11760908953075219
181,0.13245072179115736
182,0.16951022013271222
185,0.10191908281073385
186,0.18136794428879016
187,0.20122712764622022
188,0.10055468857461072
189,0.2605649193529933
190,0.1420850761295157
191,0.1267751527597564
193,0.30742047233084524
194,0.4174764843522666
195,0.13241943885673058
198,0.14788460383005128
199,0.12164180293928949
200,0.1315733856007052
201,0.1018038597015008
202,0.1296909548401659
203,0.1219282911948876
205,0.23614843403372576
206,0.27066354330715664
207,0.11574057151785462
209,0.13326628927387785
210,0.2329854454686623
211,0.21825256166191548
212,0.20814171797745246
215,0.1370387115245213
216,0.2696186495427199
217,0.14217125759136334
219,0.1493496033397831
220,0.08664208079998423
221,0.1438005299532428
222,0.13214497101698883
223,0.11667312001653529
224,0.16566209934331722
225,0.0837665971596764
226,0.24143641757852355
227,0.057342611071922345
229,0.12579869131194985
230,0.26423917822847676
231,0.29912111227051874
232,0.1699775184095371
233,0.11071966556771524
234,0.0684804981732507
235,0.21888066413266904
236,0.27152517796961095
237,0.1040237589396889
238,0.27971847010470563
239,0.08612243809001648
240,0.11333697566722067
241,0.15339001253608486
242,0.10028337102334677
243,0.10891234216781097
244,0.1077624151326426
245,0.09300312121882712
246,0.31531365197057043
247,0.2723373122163382
248,0.4445694167889328
249,0.23372112807413709
250,0.11819432011132312
251,0.11967564388841996
253,0.09372070770507396
255,0.4356814157464341
258,0.15692695979712057
259,0.0708623965320102
260,0.24219052616509418
262,0.11407776692509339
263,0.06591701650447897
264,0.3249322642199675
265,0.1538715646174608
266,0.09324919970048663
267,0.2376349667741101
268,0.34007159095354716
269,0.20552956439296927
270,0.18039958740911155
271,0.15425462793539985
272,0.3852509341167741
273,0.3852509341167741
274,0.21780037204151317
276,0.08714740716799847
277,0.12319919023241115
279,0.3531339893324643
281,0.1871370107547997
282,0.09278019775881623
284,0.1175696309636748
285,0.1372357682960386
287,0.24839906861798372
289,0.12848262943734945
290,0.1860800185726902
294,0.10927746995335962
296,0.10957458928920093
297,0.09482392680984113
298,0.27469553942528474
299,0.13819176794341434
300,0.2027096199171669
301,0.1863136980339412
302,0.18498096719926627
303,0.20271977887563647
305,0.09741535225096169
306,0.10149899753537839
307,0.08133259447964866
308,0.12154270969077781
309,0.2015554059739742
310,0.22159162103962926
311,0.39943145123617424
312,0.3362937802012732
313,0.14269502490506933
314,0.13084803261985675
315,0.20416031565041345
316,0.24077560508161486
317,0.12505762598461587
318,0.15458303270825643
319,0.3423258091102506
321,0.1321355621641673
323,0.10463530441536802
324,0.19904051494355718
325,0.15040782762898383
326,0.10779808511683367
327,0.08272164821311914
328,0.23647585048799008
329,0.12183056796096811
331,0.11525786777812051
332,0.1181778446602859
333,0.3998133704465276
334,0.1267597120774614
335,0.23314978444947987
336,0.2148392815686877
337,0.11219222601346075
338,0.14112344332718615
339,0.18864667810617164
340,0.27434633617192766
341,0.14880623904125206
342,0.22973365677985602
345,0.34512857201178815
346,0.16604672117595656
347,0.13340637341945258
348,0.14481466414214847
349,0.09478437942812659
350,0.2065334017065148
351,0.12187075002928154
352,0.10730431175055904
353,0.174321413592807
354,0.11883962697928663
356,0.1134451669173031
357,0.14190322540159395
360,0.2954030141950681
361,0.09471129679058977
362,0.1358613931059542
363,0.135886222680599
364,0.10850693465281427
366,0.07593798737094225
367,0.09805701715408058
368,0.16447361123205398
369,0.20639529136759563
370,0.08741802281005745
371,0.16934797559397388
372,0.24092245567321185
373,0.1129885984060152
374,0.15677407982593045
375,0.10937426278507531
377,0.14908335756890914
378,0.19227392083324008
380,0.13227175212976247
381,0.14303017743485455
382,0.1219254991231034
383,0.14279359575360354
384,0.11163177708091827
385,0.20694109837349123
387,0.2618261542965437
388,0.31207455840788967
389,0.16179541410856252
390,0.1566488698504124
392,0.18483373024648914
393,0.22065932093502455
394,0.15878780550648605
395,0.2919980600927453
396,0.15464935618928238
399,0.1907141426242811
400,0.18334194561116862
401,0.13197597192311888
402,0.252124728572205
403,0.2581554488337714
404,0.3788075807539817
405,0.18305478249645227
409,0.1264683746192673
410,0.1390282433856967
411,0.10783590462337499
412,0.2964590929152495
413,0.183559846006146
414,0.18420530978638378
415,0.3727625813814919
416,0.18648354226895814
417,0.22567039602055075
419,0.09430331477776176
420,0.19917727591493742
421,0.19333810041420021
422,0.1505869801623086
423,0.18485155836062553
425,0.09611956650607932
427,0.1555673955527699
428,0.19689457855655224
429,0.13846849058549487
430,0.14719837236180636
431,0.24327349153849318
432,0.25246063325072754
433,0.23888199846706493
434,0.17130292293142443
435,0.11573536473117099
436,0.16593464101146588
438,0.28683674056029757
439,0.20300914071019371
440,0.20244882662517932
441,0.21298833342436319
442,0.3604903889559179
443,0.18843675509104948
445,0.14124519215427572
449,0.1882452588462856
454,0.2609007378515356
455,0.283374518928651
456,0.17308890671629845
459,0.18451653986228905
460,0.31115627825920483
461,0.24988032279316413
463,0.3620275882380677
464,0.22250402258909102
465,0.20817562626811154
466,0.26310573637389884
467,0.13644052778064533
468,0.29219963752180794
472,0.3968275131311766
474,0.1840769353035445
475,0.11056004594262439
476,0.3011041829077601
477,0.3772789445276899
478,0.2992790280584112
479,0.12926852962458582
480,0.2623897307834751
482,0.2777616351645252
485,0.3156873957250686
487,0.30041501118145797
489,0.2260972361123752
495,0.17464354968573828
499,0.4791977235891639
500,0.4389966150134058
513,0.058928003688594605
516,0.2133422187461395
517,0.4958654814586594
518,0.1630386698710627
519,0.12874214670479744
523,0.32413461300299795
524,0.16377643595086236
527,1.2112677778379866
529,0.20236617155643466
533,0.2921543541684994
536,0.19155231750010276
537,0.3053471509205999
538,0.10149712539625846
539,0.10611636255807733
540,0.2908686950216218
541,0.17764394535755795
542,0.22867051018484238
543,0.22136754033389616
544,0.4300388654838071
546,0.0837384765926715
547,0.4550925914607071
548,0.2743141716944924
550,0.15587610413776715
553,0.10818472492614728
555,0.21231661171171062
556,0.37327775107721745
557,0.2587686066019739
558,0.22528354152610733
559,0.3765870020104799
562,0.14027501120177238
563,0.24591387146242447
565,1.8594318343518323
566,0.12118591378007731
568,0.23404476046867834
569,0.2820508614111056
570,0.18306907205200698
571,0.1560383160604178
572,0.49613509659241656
573,0.3056045540874588
574,0.29989399010097384
575,0.23124808142610445
584,0.568278075478821
590,0.046266175241350675
598,0.20592138825820536
599,0.30666848700808175
601,0.6299847261392745
602,0.25502466714979083
603,0.4110869275630827
604,0.41599133854187564
605,0.46998192347921863
606,0.22343973848289023
608,0.35611531149334785
609,0.35438674370321244
610,0.2631012076342938
612,0.34434238418132485
615,0.25275050465868387
617,0.2568974834042768
618,0.31373184958848976
619,0.3311433934655479
620,0.24411003801246037
621,0.3002837701977114
623,0.27496467810096414
624,0.1074175139714614
626,0.23647385555752054
627,0.1687051828249299
628,0.17584136967605338
629,0.1250367820270027
631,0.40576233195349914
632,0.5531970638652802
635,0.24288555340750922
637,0.27783714637573387
638,0.3017624379860029
639,0.11336941075811625
641,0.212637491059805
642,0.2928241552343261
643,0.2308187848767307
644,0.23528384563233593
645,0.30432813592686014
646,0.4645479914492057
648,0.1938116882040334
649,0.49713094526652474
650,0.39858156209310236
653,0.32677043996774646
654,0.2348036905881891
656,0.17285213134179436
657,0.1319999341674963
658,0.21078863374006318
659,0.3704370565066211
660,0.1568248855986299
661,0.1628414972493643
662,0.15253873705225754
663,0.23153693659014124
664,0.13063801222369062
668,0.2707552030132203
669,0.24702529227695738
672,0.28722584400841467
673,0.32915460862443097
674,0.14525286946887783
675,0.16220425721248719
678,0.304368219371285
681,0.25333135380821514
689,0.3037478798990986
693,0.1231647208926517
696,0.12354495574643448
697,0.19985429675964597
700,0.06519955948642632
701,0.2512874829852669
704,0.11497409933562354
705,0.20405839491682826
707,0.1170142864725261
708,0.15330829478986013
709,0.15008792285689918
710,0.18363975020863027
711,0.18991688245009633
718,0.12015985389874063
724,0.21054896176533022
725,0.2478976296652452
727,0.15026344389797072
729,0.099767470362188
730,0.15686341398997133
731,0.08366603579301064
733,0.12049894966925134
735,0.2211543812980405
736,0.09529648509615204
737,0.23954984622686876
742,0.11299149689305782
754,0.0830177947297654
755,0.09527927502103956
757,0.21051496731744154
760,0.22941735048934692
762,0.23320416801908223
763,0.2785679185060932
766,0.16496042624927373
767,0.0905763785969615
770,0.2564127274928414
771,0.07951297018809918
772,0.08516598836847138
773,0.20225950535854206
774,0.1284941986736036
